cluster_id,concept,count
211,brand management,1
211,social media,1
211,marketing,1
212,feature (linguistics),2
212,computer science,1
212,framing (construction),1
212,artificial intelligence,1
212,natural language processing,1
212,machine learning,1
212,linguistics,1
212,engineering,1
212,philosophy,1
212,structural engineeringframing (construction),1
213,feature (linguistics),2
213,computational science and engineering,1
213,computer science,1
213,boosting (machine learning),1
213,reduction (mathematics),1
213,intrusion detection system,1
213,artificial intelligence,1
213,pattern recognition (psychology),1
213,internet of things,1
213,machine learning,1
214,prestige,2
214,rest (music),2
214,gender gap,2
214,affect (linguistics),1
214,representation (politics),1
214,bibliometrics,1
214,medicine,1
214,psychology,1
214,political science,1
214,computer science,1
215,presentation (obstetrics),2
215,clarity,1
215,affect (linguistics),1
215,computer science,1
215,data science,1
215,economic justice,1
215,artificial intelligence,1
215,knowledge management,1
215,psychology,1
215,management science,1
216,autism,1
216,psychology,1
216,government (linguistics),1
216,psychological intervention,1
216,active listening,1
216,autistic spectrum,1
216,mental health,1
216,developmental psychology,1
216,psychiatry,1
216,psychotherapist,1
217,neurotypical,1
217,mental health,1
217,psychology,1
217,autism,1
217,affect (linguistics),1
217,developmental psychology,1
217,clinical psychology,1
217,psychiatry,1
217,autism spectrum disorder,1
217,communicationneurotypical,1
218,liminality,1
218,precarity,1
218,identity negotiation,1
218,negotiation,1
218,sociology,1
218,identity (music),1
218,existentialism,1
218,narrative,1
218,gender studies,1
218,rhetoric,1
219,thematic analysis,2
219,snowball sampling,1
219,vaccination,1
219,qualitative research,1
219,government (linguistics),1
219,psychology,1
219,medicine,1
219,sociology,1
219,social science,1
219,immunology,1
220,clipping (morphology),2
220,multiplier (economics),1
220,computer science,1
220,noise (video),1
220,triad (sociology),1
220,statistical physics,1
220,algorithm,1
220,physics,1
220,artificial intelligence,1
220,psychology,1
221,portuguese,1
221,feeling,1
221,coronavirus disease 2019 (covid-19),1
221,psychology,1
221,perception,1
221,work (physics),1
221,medical education,1
221,period (music),1
221,pedagogy,1
221,medicine,1
222,instrumental variable,2
222,endogeneity,1
222,the internet,1
222,china,1
222,affect (linguistics),1
222,exploit,1
222,internet access,1
222,panel data,1
222,mental health,1
222,psychology,1
223,thematic analysis,2
223,pandemic,2
223,online teaching,2
223,norwegian,1
223,context (archaeology),1
223,distance education,1
223,coronavirus disease 2019 (covid-19),1
223,pedagogy,1
223,psychology,1
223,sociology,1
224,exploratory research,2
224,conceptual framework,2
224,social media,1
224,conceptualization,1
224,consumption (sociology),1
224,salient,1
224,latent dirichlet allocation,1
224,sociology,1
224,perception,1
224,public relations,1
225,overexploitation,2
225,government (linguistics),1
225,modernization theory,1
225,business,1
225,scarcity,1
225,service (business),1
225,population,1
225,political science,1
225,economic growth,1
225,economics,1
226,hydrostatic equilibrium,2
226,geology,1
226,stress field,1
226,fault (geology),1
226,seismology,1
226,tectonics,1
226,stress (linguistics),1
226,submarine pipeline,1
226,rift,1
226,pore water pressure,1
227,computer science,1
227,deep learning,1
227,convolutional neural network,1
227,artificial intelligence,1
227,scale (ratio),1
227,field (mathematics),1
227,satellite imagery,1
227,fire detection,1
227,pixel,1
227,remote sensing,1
228,perceptron,2
228,feature (linguistics),2
228,support vector machine,1
228,random forest,1
228,artificial intelligence,1
228,machine learning,1
228,multilayer perceptron,1
228,computer science,1
228,decision tree,1
228,feature selection,1
229,ensemble learning,2
229,adaptability,2
229,transfer of learning,2
229,computer science,1
229,intrusion detection system,1
229,robustness (evolution),1
229,machine learning,1
229,artificial intelligence,1
229,convolutional neural network,1
229,deep learning,1
230,hyperparameter optimization,2
230,bayesian optimization,2
230,feature engineering,2
230,feature (linguistics),2
230,computer science,1
230,hyperparameter,1
230,machine learning,1
230,artificial intelligence,1
230,boosting (machine learning),1
230,support vector machine,1
231,contingency,2
231,contingency theory,2
231,archetype,2
231,stakeholder,1
231,stakeholder theory,1
231,corporate governance,1
231,business,1
231,sustainability,1
231,social sustainability,1
231,supply chain,1
232,factory (object-oriented programming),2
232,global value chain,2
232,appropriation,2
232,obligation,2
232,global governance,2
232,multinational corporation,1
232,value (mathematics),1
232,business,1
232,perspective (graphical),1
232,corporate governance,1
233,generative model,2
233,computer science,1
233,robustness (evolution),1
233,wavelet,1
233,artificial intelligence,1
233,medical imaging,1
233,stability (learning theory),1
233,pattern recognition (psychology),1
233,artificial neural network,1
233,regularization (linguistics),1
234,distortion (music),2
234,feature (linguistics),2
234,computer science,1
234,resolution (logic),1
234,artificial intelligence,1
234,similarity (geometry),1
234,diffusion mri,1
234,magnetic resonance imaging,1
234,affine transformation,1
234,image resolution,1
235,flipped classroom,1
235,higher education,1
235,context (archaeology),1
235,perspective (graphical),1
235,narrative,1
235,systematic review,1
235,sociology,1
235,pedagogy,1
235,mathematics education,1
235,knowledge management,1
236,modalities,2
236,presentation (obstetrics),1
236,recall,1
236,animation,1
236,narrative,1
236,multimedia,1
236,computer science,1
236,psychology,1
236,set (abstract data type),1
236,mathematics education,1
237,instrumental variable,2
237,financial services,1
237,fintech,1
237,business,1
237,estimation,1
237,finance,1
237,affect (linguistics),1
237,financial market,1
237,marketing,1
237,economics,1
238,agricultural productivity,1
238,agriculture,1
238,business,1
238,productivity,1
238,agricultural economics,1
238,government (linguistics),1
238,production (economics),1
238,farm income,1
238,agricultural science,1
238,economics,1
239,preparedness,2
239,financial plan,2
239,financial literacy,1
239,financial inclusion,1
239,empowerment,1
239,psychological intervention,1
239,inclusion (mineral),1
239,government (linguistics),1
239,literacy,1
239,public relations,1
240,feature (linguistics),2
240,tree (set theory),2
240,decision tree,1
240,molding (decorative),1
240,machine learning,1
240,computer science,1
240,artificial intelligence,1
240,linear discriminant analysis,1
240,quality (philosophy),1
240,decision tree learning,1
241,promotion (chess),2
241,exploratory research,2
241,economic shortage,2
241,cinahl,1
241,competence (human resources),1
241,medical education,1
241,variety (cybernetics),1
241,digital transformation,1
241,psychology,1
241,knowledge management,1
242,mhealth,2
242,sentiment analysis,2
242,thematic analysis,1
242,latent dirichlet allocation,1
242,social media,1
242,psychological intervention,1
242,computer science,1
242,psychology,1
242,world wide web,1
242,qualitative research,1
243,anxiety,1
243,workload,1
243,pandemic,1
243,health care,1
243,protocol (science),1
243,virtual reality,1
243,psychology,1
243,stress (linguistics),1
243,nursing,1
243,coronavirus disease 2019 (covid-19),1
244,pipeline (software),1
244,computer science,1
244,precision and recall,1
244,pipeline transport,1
244,server,1
244,software,1
244,open source,1
244,code smell,1
244,recall,1
244,software engineering,1
245,business,1
245,information security,1
245,compliance (psychology),1
245,perception,1
245,government (linguistics),1
245,structural equation modeling,1
245,information security management,1
245,public relations,1
245,knowledge management,1
245,psychology,1
246,meaning-making,2
246,sensemaking,1
246,narrative,1
246,storytelling,1
246,organizational culture,1
246,meaning (existential),1
246,public relations,1
246,knowledge management,1
246,sociology,1
246,narrative inquiry,1
247,natural hazard,2
247,preparedness,1
247,flood myth,1
247,china,1
247,government (linguistics),1
247,emergency management,1
247,rural area,1
247,socioeconomics,1
247,environmental planning,1
247,business,1
248,preprocessor,1
248,computer science,1
248,artificial intelligence,1
248,coronavirus disease 2019 (covid-19),1
248,convolutional neural network,1
248,segmentation,1
248,deep learning,1
248,visualization,1
248,transfer of learning,1
248,pattern recognition (psychology),1
249,intercultural competence,2
249,compassion,2
249,mandarin chinese,1
249,psychology,1
249,curriculum,1
249,virtual reality,1
249,multiculturalism,1
249,intercultural communication,1
249,cultural competence,1
249,pedagogy,1
250,listening comprehension,1
250,perception,1
250,comprehension,1
250,foreign language,1
250,psychology,1
250,active listening,1
250,english as a foreign language,1
250,linguistics,1
250,mathematics education,1
250,communication,1
251,sample (material),2
251,anxiety,1
251,adjunct,1
251,perception,1
251,medical education,1
251,nursing,1
251,psychology,1
251,medicine,1
251,multimedia,1
251,computer science,1
252,materials science,1
252,stress (linguistics),1
252,selective laser melting,1
252,amplitude,1
252,alloy,1
252,composite material,1
252,structural engineering,1
252,microstructure,1
252,engineering,1
252,optics,1
253,psychology,1
253,happiness,1
253,vocabulary,1
253,context (archaeology),1
253,compassion,1
253,language acquisition,1
253,vocabulary development,1
253,cognition,1
253,mathematics education,1
253,social psychology,1
254,early childhood,1
254,narrative,1
254,information and communications technology,1
254,science education,1
254,early childhood education,1
254,educational technology,1
254,mathematics education,1
254,computer science,1
254,psychology,1
254,multimedia,1
255,character development,2
255,sample (material),2
255,character (mathematics),1
255,mathematics education,1
255,documentation,1
255,character education,1
255,psychology,1
255,class (philosophy),1
255,pedagogy,1
255,storytelling,1
256,arabic,1
256,game based learning,1
256,computer science,1
256,natural language processing,1
256,linguistics,1
256,multimedia,1
256,human–computer interaction,1
256,artificial intelligence,1
256,philosophygame-based learning,1
257,anxiety,1
257,psychology,1
257,game based learning,1
257,foreign language,1
257,composition (language),1
257,mathematics education,1
257,linguistics,1
257,psychiatry,1
257,philosophygame-based learning,1
258,feature (linguistics),2
258,blocking (statistics),1
258,perception,1
258,virtual reality,1
258,computer science,1
258,human–computer interaction,1
258,psychology,1
258,sociology,1
258,linguistics,1
258,computer network,1
259,audience measurement,2
259,fandom,1
259,entertainment,1
259,context (archaeology),1
259,immersion (mathematics),1
259,affect (linguistics),1
259,advertising,1
259,virtual reality,1
259,multimedia,1
259,psychology,1
260,deixis,2
260,videoconferencing,1
260,gesture,1
260,computer science,1
260,negotiation,1
260,interpersonal communication,1
260,multimedia,1
260,embodied cognition,1
260,human–computer interaction,1
260,space (punctuation),1
261,interactivity,2
261,harassment,2
261,reality tv,2
261,virtual representation,2
261,avatar,1
261,virtual reality,1
261,embodied cognition,1
261,affect (linguistics),1
261,psychology,1
261,computer science,1
262,resource efficiency,2
262,implementation,2
262,transition economy,2
262,circular economy,1
262,sustainability,1
262,reuse,1
262,business,1
262,government (linguistics),1
262,resource (disambiguation),1
262,transition management (governance),1
263,unpacking,2
263,value (mathematics),2
263,smart city,2
263,value proposition,1
263,ecosystem services,1
263,ecosystem,1
263,exploit,1
263,business,1
263,environmental resource management,1
263,environmental economics,1
264,feature (linguistics),2
264,similarity (geometry),2
264,point cloud,1
264,iterative closest point,1
264,curvature,1
264,algorithm,1
264,k-nearest neighbors algorithm,1
264,robustness (evolution),1
264,euclidean distance,1
264,computer science,1
265,longitudinal study,2
265,affect (linguistics),1
265,context (archaeology),1
265,psychological intervention,1
265,psychology,1
265,physical activity,1
265,descriptive statistics,1
265,gerontology,1
265,developmental psychology,1
265,medicine,1
266,thematic analysis,2
266,sustainable consumption,2
266,viewpoints,1
266,curriculum,1
266,education for sustainable development,1
266,government (linguistics),1
266,higher education,1
266,context (archaeology),1
266,public relations,1
266,sustainable development,1
267,reading (process),1
267,mathematics education,1
267,exploratory research,1
267,computer science,1
267,psychology,1
267,sociology,1
267,linguistics,1
267,philosophy,1
267,anthropologyexploratory research,1
268,metacognition,1
268,respondent,1
268,test (biology),1
268,psychology,1
268,reading comprehension,1
268,population,1
268,cognitive psychology,1
268,reading (process),1
268,mathematics education,1
268,cognition,1
269,generative model,2
269,generative grammar,1
269,typology,1
269,computer science,1
269,calculator,1
269,metaphor,1
269,artificial intelligence,1
269,range (aeronautics),1
269,cognitive science,1
269,psychology,1
270,framing (construction),2
270,critical race theory,2
270,gender studies,1
270,solidarity,1
270,ideology,1
270,sociology,1
270,narrative,1
270,psychological resilience,1
270,white (mutation),1
270,equity (law),1
271,identity (music),1
271,sociology,1
271,ideology,1
271,gender studies,1
271,social identity theory,1
271,linguistics,1
271,political science,1
271,social group,1
271,social science,1
271,politics,1
272,praxis,2
272,discipline,2
272,framing (construction),2
272,conceptualization,1
272,systemic functional linguistics,1
272,sociology,1
272,pedagogy,1
272,applied linguistics,1
272,curriculum,1
272,linguistics,1
273,sociology,1
273,narrative,1
273,power (physics),1
273,ethnic group,1
273,pedagogy,1
273,space (punctuation),1
273,narrative inquiry,1
273,ontology,1
273,public relations,1
273,epistemology,1
274,suffix,1
274,perspective (graphical),1
274,linguistics,1
274,point (geometry),1
274,linguistic change,1
274,computer science,1
274,sociology,1
274,psychology,1
274,artificial intelligence,1
274,mathematics,1
275,dignity,2
275,virtual space,2
275,grammatical gender,2
275,outrage,1
275,noun,1
275,linguistics,1
275,sociology,1
275,gender equality,1
275,space (punctuation),1
275,psychology,1
276,government (linguistics),1
276,resilience (materials science),1
276,business,1
276,food systems,1
276,food security,1
276,scale (ratio),1
276,work (physics),1
276,psychological resilience,1
276,marketing,1
276,public relations,1
277,terminology,1
277,scholarship,1
277,higher education,1
277,categorization,1
277,public relations,1
277,sociology,1
277,conflation,1
277,subordination (linguistics),1
277,political science,1
277,epistemology,1
278,thematic analysis,2
278,mainstream,2
278,invisibility,1
278,sociology,1
278,focus group,1
278,context (archaeology),1
278,narrative,1
278,qualitative research,1
278,narrative inquiry,1
278,pedagogy,1
279,white (mutation),2
279,institution,1
279,psychology,1
279,higher education,1
279,narrative,1
279,qualitative research,1
279,medical education,1
279,pedagogy,1
279,sociology,1
279,medicine,1
280,sentiment analysis,2
280,threatened species,1
280,biodiversity,1
280,social media,1
280,rhinoceros,1
280,wildlife,1
280,geography,1
280,big data,1
280,data science,1
280,internet privacy,1
281,value (mathematics),2
281,empirical research,2
281,affordance,1
281,outcome (game theory),1
281,context (archaeology),1
281,quality (philosophy),1
281,structural equation modeling,1
281,psychology,1
281,affect (linguistics),1
281,applied psychology,1
282,vietnamese,1
282,theory of planned behavior,1
282,social media,1
282,business,1
282,advertising,1
282,psychology,1
282,marketing,1
282,political science,1
282,computer science,1
282,control (management),1
283,tourism,1
283,business,1
283,china,1
283,quality (philosophy),1
283,psychology,1
283,marketing,1
283,structural equation modeling,1
283,affect (linguistics),1
283,coronavirus disease 2019 (covid-19),1
283,advertising,1
284,co-creation,2
284,tourism,1
284,structural equation modeling,1
284,affect (linguistics),1
284,coronavirus disease 2019 (covid-19),1
284,marketing,1
284,business,1
284,service (business),1
284,psychology,1
284,cognition,1
285,framing (construction),2
285,pandemic,2
285,air travel,2
285,shame,1
285,structural equation modeling,1
285,travel behavior,1
285,social psychology,1
285,tourism,1
285,psychology,1
285,affect (linguistics),1
286,co-creation,2
286,loyalty,1
286,value (mathematics),1
286,tourism,1
286,perspective (graphical),1
286,marketing,1
286,affect (linguistics),1
286,business,1
286,dimension (graph theory),1
286,structural equation modeling,1
287,mindfulness,1
287,creativity,1
287,meditation,1
287,psychology,1
287,animation,1
287,psychological intervention,1
287,affect (linguistics),1
287,intervention (counseling),1
287,cognitive psychology,1
287,cognition,1
288,psychological research,2
288,positive psychology,2
288,mindfulness,1
288,psychology,1
288,resilience (materials science),1
288,psychological resilience,1
288,social psychology,1
288,linguistics,1
288,psychotherapist,1
288,philosophy,1
289,creativity,1
289,indonesian,1
289,entrepreneurship,1
289,psychology,1
289,product (mathematics),1
289,entrepreneurship education,1
289,pedagogy,1
289,sociology,1
289,mathematics education,1
289,political science,1
290,tourism,1
290,creativity,1
290,government (linguistics),1
290,welfare,1
290,revenue,1
290,marketing,1
290,business,1
290,literacy,1
290,economic growth,1
290,economics,1
291,benchmark (surveying),2
291,computer science,1
291,robustness (evolution),1
291,convolutional neural network,1
291,artificial intelligence,1
291,segmentation,1
291,adversarial system,1
291,image segmentation,1
291,machine learning,1
291,domain (mathematical analysis),1
292,virtual learning environment,2
292,perceived stress scale,2
292,exploratory factor analysis,2
292,medical education,1
292,scale (ratio),1
292,pandemic,1
292,psychology,1
292,the internet,1
292,distance education,1
292,perception,1
293,turnover,2
293,work engagement,2
293,perceived stress scale,2
293,psychology,1
293,mediation,1
293,turnover intention,1
293,scale (ratio),1
293,coronavirus disease 2019 (covid-19),1
293,work (physics),1
293,stress (linguistics),1
294,virtual reality,2
294,knowledge management,2
294,computer science,2
294,human–computer interaction,2
294,technology acceptance model,1
294,usability,1
294,affect (linguistics),1
294,psychology,1
294,training (meteorology),1
294,applied psychology,1
295,synthetic biology,2
295,promoter,1
295,computational biology,1
295,sequence (biology),1
295,regulatory sequence,1
295,genetics,1
295,dna,1
295,biology,1
295,transcription (linguistics),1
295,transcription factor,1
296,transparency (behavior),1
296,automatic summarization,1
296,computer science,1
296,reinforcement learning,1
296,visualization,1
296,data science,1
296,creative visualization,1
296,artificial intelligence,1
296,computer securitycreative visualization,1
297,reinforcement learning,1
297,computer science,1
297,artificial intelligence,1
297,convolutional neural network,1
297,machine learning,1
297,mobile robot,1
297,cloning (programming),1
297,deep learning,1
297,robot,1
297,programming languagecloning (programming),1
298,sustainability,2
298,business,2
298,civil society,2
298,leverage (statistics),2
298,public relations,2
298,capacity building,2
298,political science,2
298,ecology,2
298,linguistics,2
298,philosophy,2
299,bycatch,1
299,livelihood,1
299,reputation,1
299,business,1
299,variety (cybernetics),1
299,psychological intervention,1
299,affect (linguistics),1
299,process (computing),1
299,fishery,1
299,marketing,1
300,interface (matter),2
300,sustainability,1
300,sustainability science,1
300,sustainable development,1
300,government (linguistics),1
300,political science,1
300,landscape ecology,1
300,public policy,1
300,environmental planning,1
300,economic growth,1
301,hydrogen vehicle,2
301,energy security,2
301,green economy,2
301,business,1
301,renewable energy,1
301,greenhouse gas,1
301,environmental economics,1
301,incentive,1
301,corporate governance,1
301,fuel poverty,1
302,business,3
302,government (linguistics),3
302,natural resource economics,3
302,industrial organization,3
302,economics,3
302,linguistics,3
302,philosophy,3
302,subsidy,2
302,environmental economics,2
302,finance,2
303,corporate governance,1
303,arctic,1
303,indigenous,1
303,greenhouse gas,1
303,sustainability,1
303,normative,1
303,government (linguistics),1
303,business,1
303,environmental governance,1
303,economy,1
304,zero emission,2
304,zero (linguistics),2
304,zerovalent iron,1
304,natural resource economics,1
304,business,1
304,environmental science,1
304,metallurgy,1
304,materials science,1
304,economics,1
304,waste management,1
305,customer service,2
305,chatbot,1
305,perspective (graphical),1
305,service (business),1
305,psychology,1
305,computer science,1
305,business,1
305,marketing,1
305,world wide web,1
305,artificial intelligencechatbot,1
306,chatbot,1
306,consumption (sociology),1
306,business,1
306,marketing,1
306,willingness to pay,1
306,advertising,1
306,psychology,1
306,microeconomics,1
306,computer science,1
306,economics,1
307,moderation,2
307,microfoundations,2
307,supply chain,1
307,robustness (evolution),1
307,forgetting,1
307,supply chain management,1
307,supply chain risk management,1
307,service management,1
307,premise,1
307,computer science,1
308,narrative,1
308,sociology,1
308,early childhood education,1
308,pedagogy,1
308,epistemology,1
308,political science,1
308,philosophy,1
308,linguistics,1
309,adaptation (eye),1
309,government (linguistics),1
309,psychology,1
309,content analysis,1
309,narrative,1
309,early childhood education,1
309,coronavirus disease 2019 (covid-19),1
309,social media,1
309,early childhood,1
309,pedagogy,1
310,danish,2
310,child care,2
310,2019-20 coronavirus outbreak,2
310,well-being,2
310,coronavirus disease 2019 (covid-19),1
310,pandemic,1
310,early childhood education,1
310,severe acute respiratory syndrome coronavirus 2 (sars-cov-2),1
310,early childhood,1
310,psychology,1
311,affect (linguistics),1
311,reading (process),1
311,mathematics education,1
311,coronavirus disease 2019 (covid-19),1
311,psychology,1
311,professional development,1
311,pedagogy,1
311,medicine,1
311,political science,1
311,communication,1
312,minority language,2
312,multilingual education,2
312,context (archaeology),1
312,foreign language,1
312,multilingualism,1
312,perception,1
312,psychology,1
312,local language,1
312,first language,1
312,period (music),1
313,indonesian,1
313,pandemic,1
313,coronavirus disease 2019 (covid-19),1
313,psychology,1
313,the internet,1
313,class (philosophy),1
313,online learning,1
313,face (sociological concept),1
313,medical education,1
313,developmental psychology,1
314,facilitator,1
314,club,1
314,psychology,1
314,context (archaeology),1
314,reading (process),1
314,pedagogy,1
314,reading comprehension,1
314,comprehension,1
314,african american,1
314,mathematics education,1
315,knowledge sharing,1
315,health care,1
315,knowledge management,1
315,business,1
315,bottom of the pyramid,1
315,government (linguistics),1
315,empowerment,1
315,population,1
315,public relations,1
315,marketing,1
316,hospitality,2
316,happiness,1
316,job attitude,1
316,psychology,1
316,job satisfaction,1
316,job design,1
316,job performance,1
316,personnel psychology,1
316,social psychology,1
316,structural equation modeling,1
317,knowledge sharing,2
317,referent,1
317,power (physics),1
317,knowledge management,1
317,psychology,1
317,computer science,1
317,philosophy,1
317,linguistics,1
317,physics,1
317,quantum mechanicsreferent,1
318,moderated mediation,2
318,vitality,2
318,thriving,1
318,psychology,1
318,social psychology,1
318,mediation,1
318,originality,1
318,government (linguistics),1
318,sociology,1
318,social science,1
319,knowledge sharing,2
319,reciprocity (cultural anthropology),1
319,affect (linguistics),1
319,knowledge management,1
319,context (archaeology),1
319,social psychology,1
319,psychology,1
319,competitive advantage,1
319,computer science,1
319,business,1
320,burnout,1
320,psychology,1
320,work engagement,1
320,narrative,1
320,work (physics),1
320,social psychology,1
320,narrative inquiry,1
320,applied psychology,1
320,clinical psychology,1
320,mechanical engineering,1
321,kindness,2
321,affect (linguistics),1
321,mindfulness,1
321,meditation,1
321,altruism (biology),1
321,psychology,1
321,clinical psychology,1
321,social psychology,1
321,communication,1
321,philosophy,1
322,distance education,2
322,coronavirus disease 2019 (covid-19),2
322,higher education,2
322,political science,2
322,medicine,2
322,disease,2
322,infectious disease (medical specialty),2
322,linguistics,2
322,pathology,2
322,2019-20 coronavirus outbreak,2
323,economic shortage,2
323,pandemic,2
323,graduation (instrument),1
323,coronavirus disease 2019 (covid-19),1
323,medical education,1
323,professional development,1
323,affect (linguistics),1
323,psychology,1
323,medicine,1
323,pedagogy,1
324,digital divide,2
324,information and communications technology,1
324,internet access,1
324,appropriation,1
324,psychology,1
324,mathematics education,1
324,sociology,1
324,pedagogy,1
324,the internet,1
324,political science,1
325,amharic,1
325,linguistics,1
325,mathematics education,1
325,sociology,1
325,psychology,1
325,philosophyamharic,1
326,media literacy,2
326,curriculum,1
326,mathematics education,1
326,context (archaeology),1
326,skills management,1
326,qualitative property,1
326,turkish,1
326,psychology,1
326,information literacy,1
326,pedagogy,1
327,school teachers,2
327,indonesian,1
327,open peer review,1
327,plant biology,1
327,professional development,1
327,medical education,1
327,medicine,1
327,psychology,1
327,mathematics education,1
327,biology,1
328,compromise,2
328,work (physics),1
328,psychosocial,1
328,autonomy,1
328,remuneration,1
328,workforce,1
328,business,1
328,subordination (linguistics),1
328,control (management),1
328,occupational safety and health,1
329,empirical research,2
329,urbanization,1
329,nexus (standard),1
329,china,1
329,natural resource economics,1
329,economics,1
329,government (linguistics),1
329,environmental governance,1
329,sustainable development,1
329,corporate governance,1
330,strengths and weaknesses,2
330,tourism,1
330,sustainable development,1
330,sustainable tourism,1
330,sustainability,1
330,business,1
330,government (linguistics),1
330,ecotourism,1
330,environmental resource management,1
330,construct (python library),1
331,extreme heat,2
331,sentiment analysis,2
331,metropolitan area,1
331,metric (unit),1
331,construct (python library),1
331,extreme weather,1
331,china,1
331,social media,1
331,computer science,1
331,econometrics,1
332,feature (linguistics),2
332,workflow,1
332,in silico,1
332,identification (biology),1
332,computer science,1
332,machine learning,1
332,artificial intelligence,1
332,key (lock),1
332,process (computing),1
332,field (mathematics),1
333,autoethnography,1
333,operationalization,1
333,conceptualization,1
333,interpretation (philosophy),1
333,epistemology,1
333,psychology,1
333,sensibility,1
333,sociology,1
333,subjectivity,1
333,qualitative research,1
334,space (punctuation),1
334,psychiatry,1
334,psychology,1
334,medicine,1
334,psychoanalysis,1
334,philosophy,1
334,linguistics,1
335,autoethnography,1
335,feeling,1
335,narrative,1
335,sociology,1
335,scholarship,1
335,subject (documents),1
335,gender studies,1
335,social psychology,1
335,perspective (graphical),1
335,psychology,1
336,thematic analysis,2
336,ambivalence,2
336,autoethnography,1
336,narrative,1
336,alliance,1
336,narrative inquiry,1
336,process (computing),1
336,qualitative research,1
336,health care,1
336,psychology,1
337,feature (linguistics),2
337,classifier (uml),1
337,transfer of learning,1
337,computer science,1
337,fault (geology),1
337,feature extraction,1
337,artificial intelligence,1
337,pattern recognition (psychology),1
337,domain (mathematical analysis),1
337,deep learning,1
338,divergence (linguistics),2
338,kullback–leibler divergence,2
338,ensemble learning,2
338,generalization,1
338,transfer of learning,1
338,computer science,1
338,metric (unit),1
338,artificial intelligence,1
338,machine learning,1
338,domain (mathematical analysis),1
339,incentive,1
339,context (archaeology),1
339,industrial organization,1
339,supply chain,1
339,government (linguistics),1
339,business,1
339,production (economics),1
339,emerging markets,1
339,risk analysis (engineering),1
339,economics,1
340,language assessment,1
340,english language,1
340,linguistics,1
340,language proficiency,1
340,psychology,1
340,mathematics education,1
340,philosophylanguage proficiency,1
341,money laundering,1
341,business,1
341,government (linguistics),1
341,enforcement,1
341,documentation,1
341,incentive,1
341,finance,1
341,accounting,1
341,economics,1
341,linguistics,1
342,international business,2
342,experiential knowledge,2
342,contingency theory,2
342,contingency,2
342,sample (material),2
342,identification (biology),1
342,experiential learning,1
342,agency (philosophy),1
342,marketing,1
342,multilevel model,1
343,fast fashion,2
343,fashion industry,2
343,textile industry,2
343,clothing,1
343,sustainability,1
343,business,1
343,production (economics),1
343,clothing industry,1
343,government (linguistics),1
343,consumption (sociology),1
344,automation,1
344,business,1
344,industrial organization,1
344,manufacturing,1
344,per capita,1
344,product (mathematics),1
344,production (economics),1
344,investment (military),1
344,advanced manufacturing,1
344,government (linguistics),1
345,clickstream,2
345,word of mouth,2
345,product (mathematics),1
345,affect (linguistics),1
345,marketing,1
345,advertising,1
345,service (business),1
345,computer science,1
345,business,1
345,psychology,1
346,value (mathematics),2
346,advertising,1
346,business,1
346,affect (linguistics),1
346,reading (process),1
346,marketing,1
346,process (computing),1
346,psychology,1
346,computer science,1
346,communication,1
347,deception,1
347,systematic review,1
347,perspective (graphical),1
347,inclusion (mineral),1
347,narrative,1
347,computer science,1
347,narrative review,1
347,psychology,1
347,internet privacy,1
347,data science,1
348,computer science,1
348,e-commerce,1
348,artificial intelligence,1
348,sentiment analysis,1
348,machine learning,1
348,data mining,1
348,world wide websentiment analysis,1
349,disadvantage,2
349,hybridity,2
349,divergence (linguistics),2
349,critical race theory,2
349,framing (construction),2
349,symbolic convergence theory,2
349,prestige,1
349,sociology,1
349,scholarship,1
349,institutional theory,1
350,nominal group technique,2
350,nominal group,2
350,delphi,2
350,intervention (counseling),1
350,medicine,1
350,delphi method,1
350,type 2 diabetes mellitus,1
350,diabetes mellitus,1
350,family medicine,1
350,nursing,1
352,autoencoder,2
352,data pre-processing,2
352,clogging,1
352,shield,1
352,artificial intelligence,1
352,transformer,1
352,artificial neural network,1
352,computer science,1
352,engineering,1
352,preprocessor,1
353,thematic analysis,2
353,neighbourhood (mathematics),2
353,family resilience,2
353,adverse childhood experiences,1
353,sibling,1
353,developmental psychology,1
353,psychology,1
353,psychological resilience,1
353,narrative,1
353,qualitative research,1
354,contrast (vision),1
354,literacy,1
354,pedagogy,1
354,dual (grammatical number),1
354,mathematics education,1
354,psychology,1
354,sociology,1
354,dual language,1
354,linguistics,1
354,computer science,1
355,scientific misconceptions,2
355,conceptual change,2
355,scientific literacy,1
355,curriculum,1
355,context (archaeology),1
355,psychology,1
355,mathematics education,1
355,vernacular,1
355,literacy,1
355,cognition,1
356,obstacle avoidance,2
356,feature (linguistics),2
356,supervised learning,2
356,collision avoidance,1
356,computer science,1
356,artificial intelligence,1
356,reinforcement learning,1
356,machine learning,1
356,generalization,1
356,collision,1
357,computer science,1
357,classifier (uml),1
357,artificial intelligence,1
357,false positive paradox,1
357,documentation,1
357,machine learning,1
357,true positive rate,1
357,annotation,1
357,natural language processing,1
357,programming languagetrue positive rate,1
358,perplexity,1
358,natural language processing,1
358,artificial intelligence,1
358,computer science,1
358,medical physics,1
358,psychology,1
358,medicine,1
358,language modelperplexity,1
359,fake news,1
359,element (criminal law),1
359,deception,1
359,conviction,1
359,style (visual arts),1
359,core (optical fiber),1
359,computer science,1
359,linguistics,1
359,psychology,1
359,media studies,1
360,poverty,1
360,government (linguistics),1
360,context (archaeology),1
360,gerontology,1
360,welfare,1
